id,test_level,soft_pos,motor1,motor2,motor3,motor4,laser0,laser1,laser2,temperature,force,force_residual
1,10,24.154082000000017,24.13165,277.9999828338623,0.02839999999999998,0.05879999999999996,1.337000286694768,1.6911195114134252,2.029627539178715,33.282153790791824,299.3664184555173,1.3063241015943277
2,10,24.154082000000017,24.131700000000002,277.9999887943268,0.028249999999999886,0.059250000000000025,1.3373981271777133,1.6911195114134252,2.029627539178715,33.28622506883409,300.89955487365205,-0.281362114188596
3,6,28.154082000000017,28.1295,277.9999816417694,0.02585000000000015,0.05784999999999996,5.339907256823535,5.6922288347244105,6.027712581054455,33.306226911898,300.9024259156322,-0.5311427665810697
4,6,28.154082000000017,28.1295,277.99999237060547,0.02554999999999996,0.05764999999999998,5.339907256823535,5.692529066698953,6.027812731305498,33.31050102445814,299.59035973007576,0.7235025793443128
