id,test_level,soft_pos,motor1,motor2,motor3,motor4,laser0,laser1,laser2,temperature,force,force_residual
1,10,24.154082000000017,24.136850000000003,277.9999804496765,0.03259999999999996,0.057949999999999946,1.341575615548725,1.6975522869799322,2.0345673128687283,31.705274322297843,299.48413117676046,-0.8526994685125828
2,10,24.154082000000017,24.13725,277.9999828338623,0.03155000000000019,0.05879999999999996,1.342570309561596,1.6971501872734933,2.0347649139084547,31.690276170306742,299.81142996265316,1.8747904139363527
3,6,28.154082000000017,28.13565,277.99999237060547,0.02884999999999982,0.05754999999999999,5.345115203221038,5.69923048878908,6.03352171206948,31.6407974659955,299.95498206173033,-0.792407586900481
4,6,28.154082000000017,28.135599999999997,277.99997448921204,0.02859999999999996,0.05735000000000001,5.345115203221038,5.699030550840477,6.0336218771067855,31.6331891211757,300.51770629010844,-0.8756678043646389
